ID,Visit,Block,Presses,Mean RT,Med RT,Max RT,Min RT,First Press,Last Press
1003,2nd,PRACT1,139,141.56,127.00,376,216,143,135
1003,2nd,PRACT2,115,171.95,168.00,312,207,30,175
1003,2nd,TRIAL1,130,152.91,144.00,368,207,57,136
1003,2nd,TRIAL2,108,184.39,167.00,520,200,115,199
